name,age,over_all_rating,nationality,club,best_over_rating,best_position,position,potential,height,weight,foot,growth,market_value,contract,cross,stamina,total_stats,base_stats,weak_foot,skill_moves,attack_work_rate,defence_work_rate,intl_reputation,pace,shooting,passing,dribbling,defense,physical,hits,phys_index,skill_index
J. Pickford,26,81,England,Everton,81,GK,GK,84,185.93,77.11,Left,3,16000000.0,3,17,45,1484,455,5,1,Medium,Medium,1,81,77,87,85,48,77,231,67.67,83.0
J. Egan,27,78,Republic of Ireland,Sheffield United,80,CB,CB,80,188.98,74.84,Right,2,11000000.0,3,32,69,1761,381,3,2,Low,Medium,1,64,46,54,61,79,77,71,70.0,53.67
O. Petrák,27,70,Czech Republic,SG Dynamo Dresden,71,CDM,CDM CM,71,185.93,78.93,Right,1,1800000.0,0,59,73,1784,391,3,3,Low,Medium,1,76,44,63,66,71,71,4,73.33,57.67
Luo Guofu,32,75,China PR,Guangzhou Evergrande Taobao FC,76,CF,ST,75,179.83,72.12,Right,0,5500000.0,1,73,81,1967,413,3,3,High,High,1,71,76,74,76,43,73,35,75.0,75.33
Carvajal,28,86,Spain,Real Madrid,86,RB,RB,86,176.78,73.03,Right,0,38000000.0,1,84,89,2133,454,3,3,High,High,3,80,54,78,80,82,80,200,83.0,70.67
Adrián Ortolá,26,71,Spain,CD Tenerife,71,GK,GK,74,188.98,73.94,Left,3,2100000.0,0,19,43,1314,406,5,1,Medium,Medium,1,70,68,74,73,51,70,11,61.0,71.67
F. Thauvin,27,82,France,Olympique de Marseille,82,RW,RW RM,82,155.45,69.85,Left,0,23000000.0,0,82,81,2076,434,3,4,High,Medium,2,82,80,81,82,41,68,200,77.0,81.0
I. Piris,31,74,Paraguay,Paraguay,74,RB,RB LB,74,176.78,73.03,Right,0,4099999.9999999995,0,68,79,1920,405,3,3,Medium,Medium,1,83,48,61,70,69,74,6,78.67,59.67
I. Touray,25,66,Gambia,Salford City,67,LWB,LB LWB,69,155.45,68.04,Left,3,700000.0,0,64,90,1790,386,3,2,High,High,1,84,50,60,63,58,71,9,81.67,57.67
M. Koné,28,69,Ivory Coast,KAS Eupen,69,ST,ST LW,69,179.83,68.95,Right,0,1100000.0,1,53,67,1735,378,3,3,High,Low,1,80,68,57,72,31,70,5,72.33,65.67
Adryan,24,71,Brazil,Kayserispor,71,CAM,LM CAM ST,74,179.83,71.21,Right,3,3000000.0,0,62,65,1768,381,4,4,Medium,Low,1,77,63,69,76,39,57,10,66.33,69.33
J. Grimmer,26,67,Scotland,Wycombe Wanderers,67,RB,RB,69,182.88,83.01,Right,2,800000.0,0,60,80,1739,378,3,2,High,High,1,77,51,56,64,63,67,3,74.67,57.0
S. Maier,26,65,Germany,VfL Bochum 1848,66,CAM,CAM RM LM,66,155.45,68.04,Right,1,625000.0,0,66,61,1710,350,4,3,Medium,Medium,1,67,61,65,68,34,55,7,61.0,64.67
K. Vollmann,26,64,Germany,FC Hansa Rostock,66,CAM,CAM LM LW,66,179.83,69.85,Right,2,550000.0,0,58,72,1746,372,3,3,Medium,Medium,1,80,60,61,67,41,63,4,71.67,62.67
Juan Bernat,27,83,Spain,Paris Saint-Germain,83,LB,LB LM,84,173.74,67.13,Left,1,25500000.0,0,85,79,2125,450,3,4,High,Medium,2,81,64,79,83,76,67,206,75.67,75.33
Portu,28,83,Spain,Real Sociedad,83,RW,RW RM CF,83,170.69,66.22,Right,0,26000000.0,3,80,89,2190,470,4,3,High,High,1,90,79,81,82,59,79,182,86.0,80.67
D. Pedersen,27,65,Denmark,SK Brann,65,CDM,CDM CM,65,185.93,73.94,Right,0,500000.0,1,57,78,1790,377,3,2,Medium,Medium,1,66,52,62,63,62,72,3,72.0,59.0
D. Salazar,28,62,Mexico,Querétaro,62,ST,ST,62,170.69,68.95,Right,0,325000.0,3,52,68,1481,315,3,2,Medium,Medium,1,65,64,47,54,23,62,3,65.0,55.0
Diego Oliveira,30,73,Brazil,FC Tokyo,73,ST,ST RW CAM,73,155.45,78.02,Right,0,3900000.0,0,68,73,1842,396,5,3,High,Low,1,74,74,69,71,38,70,8,72.33,71.33
F. Fajr,31,75,Morocco,Sivasspor,75,CM,CM CDM RM,75,155.45,71.21,Right,0,5500000.0,1,77,66,2014,421,4,3,High,Medium,2,61,73,78,76,67,66,13,64.33,75.67
W. Kamavuaka,30,66,DR Congo,MSV Duisburg,68,CB,CDM CB,66,188.98,81.19,Right,0,525000.0,0,46,71,1687,361,4,2,Low,Medium,1,62,46,55,56,67,75,4,69.33,52.33
P. Klement,27,70,Germany,VfB Stuttgart,70,CAM,CAM CM RM,70,179.83,72.12,Left,0,1900000.0,2,74,75,1848,365,3,3,Medium,Medium,1,54,66,73,75,40,57,14,62.0,71.33
M. Valoti,26,68,Italy,SPAL,71,CAM,CM CAM RM,69,188.98,76.2,Right,1,1000000.0,1,72,60,1767,362,3,3,Medium,Medium,1,64,61,73,74,47,43,9,55.67,69.33
T. Inui,32,78,Japan,SD Eibar,78,LM,LM RM,78,173.74,68.95,Right,0,8000000.0,1,74,74,1948,409,4,4,Medium,Medium,1,80,71,75,84,46,53,39,69.0,76.67
S. Rodríguez,27,63,Uruguay,Emelec,63,CM,CM CDM,63,155.45,78.93,Right,0,375000.0,3,42,66,1628,333,3,2,Medium,High,1,54,42,61,64,51,61,6,60.33,55.67
Edigar Junio,29,71,Brazil,Yokohama F. Marinos,72,RW,ST,71,179.83,72.12,Right,0,2400000.0,0,59,71,1780,381,4,3,Medium,Medium,1,87,71,63,73,21,66,5,74.67,69.0
F. Hasani,30,67,North Macedonia,HJK Helsinki,68,RW,CAM LW,67,188.98,76.2,Right,0,725000.0,0,65,68,1840,386,4,3,High,Medium,1,70,65,66,71,42,72,3,70.0,67.33
S. Fraser,25,65,Scotland,Milton Keynes Dons,67,CAM,CM,70,182.88,68.95,Left,5,700000.0,1,56,76,1750,372,3,3,High,Medium,1,67,60,63,66,55,61,9,68.0,63.0
Ruiz de Galarreta,26,70,Spain,RCD Mallorca,71,CM,CM CDM,71,179.83,68.95,Right,1,2100000.0,2,53,78,1847,396,3,3,Medium,Medium,1,67,59,67,70,66,67,12,70.67,65.33
C. Raglan,27,65,England,Cheltenham Town,67,CB,CB,67,185.93,74.84,Right,2,575000.0,0,26,68,1520,325,3,2,Low,Medium,1,67,32,42,44,63,77,7,70.67,39.33
H. Bunn,26,63,England,Kilmarnock,63,LM,LM,63,179.83,73.94,Right,0,400000.0,0,61,54,1618,346,2,3,Low,Low,1,71,65,60,60,37,53,3,59.33,61.67
E. Huws,26,65,Wales,Ipswich Town,66,CAM,CM CDM,66,155.45,73.03,Left,1,625000.0,0,64,68,1803,385,3,3,High,Medium,1,66,64,65,65,60,65,10,66.33,64.67
A. Milik,26,81,Poland,Napoli,83,ST,ST,84,185.93,78.02,Left,3,22500000.0,0,58,67,1955,405,3,4,Medium,Medium,3,68,85,64,76,39,73,284,69.33,75.0
Tiago Ilori,26,70,Portugal,Sporting CP,70,CB,CB,71,192.02,82.1,Right,1,1800000.0,3,35,65,1575,352,3,2,Medium,Low,1,73,38,46,55,68,72,8,70.0,46.33
P. Gazzaniga,28,77,Argentina,Tottenham Hotspur,77,GK,GK,80,198.12,89.81,Right,3,8000000.0,1,23,45,1460,461,3,1,Medium,Medium,1,80,76,84,80,64,77,58,67.33,80.0
R. Alioui,28,72,Morocco,Angers SCO,72,ST,ST,72,185.93,82.1,Right,0,3200000.0,1,57,63,1742,374,3,3,High,Medium,1,68,74,62,68,33,69,7,66.67,68.0
Denis Suárez,26,78,Spain,RC Celta,80,CAM,LW RW CM,79,179.83,68.95,Right,1,12000000.0,2,75,66,2010,423,3,3,Medium,Medium,2,75,72,78,81,61,56,65,65.67,77.0
K. Rekik,25,75,Netherlands,Hertha BSC,77,CB,CB,79,185.93,83.91,Left,4,7500000.0,0,40,69,1748,380,2,2,Medium,High,1,69,39,58,62,75,77,302,71.67,53.0
Ewerton,31,71,Brazil,Hamburger SV,71,CB,CB,71,188.98,88.9,Left,0,1800000.0,0,48,52,1613,327,2,2,Medium,Medium,2,32,37,58,58,72,70,14,51.33,51.0
F. Twardzik,22,62,Czech Republic,Bolton Wanderers,62,CM,CM LB,69,155.75,68.04,Left,7,400000.0,0,63,63,1680,354,2,2,Medium,Medium,1,62,47,64,61,58,62,3,62.33,57.33
O. Yokuşlu,26,77,Turkey,RC Celta,78,CDM,CDM CM,82,192.02,78.93,Right,5,10500000.0,2,67,87,2067,439,3,3,Medium,High,1,66,70,72,72,75,84,64,79.0,71.33
C. Ramírez,23,72,Ecuador,Ecuador,72,LWB,LB,77,179.83,78.02,Left,5,0.0,0,73,85,1816,390,3,3,High,Medium,1,81,40,62,73,65,69,3,78.33,58.33
O. Lewicki,27,70,Sweden,Malmö FF,71,CB,CDM CM CB,71,173.74,68.04,Right,1,1800000.0,3,47,91,1887,391,3,2,Medium,High,1,62,54,60,66,70,79,5,77.33,60.0
M. Borjan,32,75,Canada,Canada,75,GK,GK,75,198.12,83.91,Right,0,0.0,0,15,43,1332,411,2,1,Medium,Medium,1,76,74,72,72,43,74,10,64.33,72.67
David Ferreiro,32,72,Spain,SD Huesca,73,RW,LM RM,72,173.74,63.05,Right,0,2400000.0,0,72,39,1837,386,3,4,High,Medium,1,87,68,71,75,37,48,10,58.0,71.33
Igor Rossi,31,72,Brazil,Al Faisaly,72,CB,CB,72,188.98,78.02,Left,0,2300000.0,1,44,86,1585,336,2,2,Medium,High,1,46,30,54,53,71,82,3,71.33,45.67
Sérgio Marakis,28,66,Portugal,FC Argeș,68,CB,CDM,67,155.45,78.02,Right,1,650000.0,0,42,70,1723,370,3,2,Medium,Medium,1,63,49,55,62,65,76,4,69.67,55.33
L. Toshney,22,59,Scotland,Ross County FC,59,CB,CB LB RB,67,188.98,76.2,Right,8,100000.0,0,24,59,1383,310,3,2,Low,Medium,1,68,28,34,53,60,67,3,64.67,38.33
D. McGeouch,27,65,Scotland,Aberdeen,66,CM,CDM CM,66,155.45,68.95,Right,1,550000.0,1,59,72,1758,372,3,2,Medium,Medium,1,64,50,64,66,60,68,8,68.0,60.0
M. Wagué,29,71,Mali,Amiens SC,71,CB,CB,71,192.02,84.82,Right,0,2000000.0,0,36,67,1457,314,3,2,Low,Medium,1,43,33,42,43,72,81,15,63.67,39.33
J. Reid,25,61,Northern Ireland,Mansfield Town,63,ST,ST,64,155.75,73.94,Right,3,325000.0,1,38,69,1557,337,4,3,High,Low,1,78,61,49,61,21,67,4,71.33,57.0
N. Sliti,27,74,Tunisia,Ettifaq FC,74,LM,LM CAM,74,176.78,74.84,Right,0,6000000.0,3,70,75,1874,391,3,4,Medium,Medium,1,73,69,71,77,34,67,6,71.67,72.33
F. Flores,25,60,Mexico,Tiburones Rojos de Veracruz,60,RB,RB,61,179.83,67.13,Right,1,210000.0,0,63,60,1539,335,2,2,Medium,Medium,1,63,44,53,57,58,60,5,61.0,51.33
Fernando,30,70,Spain,UD Almería,70,GK,GK,71,185.93,84.82,Right,1,1400000.0,1,17,30,1197,387,2,1,Medium,Medium,1,71,68,63,72,48,65,4,55.33,67.67
H. Stengel,24,66,Norway,Strømsgodset IF,68,CM,CM,71,155.75,73.94,Right,5,850000.0,2,64,82,1840,381,4,3,Medium,Medium,1,58,60,66,67,57,73,5,71.0,64.33
H. Soudani,32,73,Algeria,Olympiacos CFP,74,ST,CAM LM ST,73,182.88,74.84,Left,0,3100000.0,0,72,61,1917,404,4,4,High,Medium,1,73,74,69,75,43,70,18,68.0,72.67
R. Bouhenna,29,64,Algeria,Sepsi OSK,65,CB,CB,65,192.02,84.82,Right,1,425000.0,0,51,73,1650,340,3,2,Medium,Medium,1,49,46,55,51,61,78,3,66.67,50.67
J. Louis,25,69,Haiti,Stade Malherbe Caen,70,LM,CAM LW,72,173.74,73.94,Left,3,1300000.0,0,63,76,1928,420,2,3,High,Medium,1,88,68,65,72,53,74,4,79.33,68.33
A. Koura,27,61,Burkina Faso,FC Lausanne-Sport,61,ST,ST,61,176.78,69.85,Right,0,275000.0,0,56,58,1521,329,3,3,High,Medium,1,78,61,50,61,19,60,9,65.33,57.33
Marcelo,30,68,Brazil,FC Paços de Ferreira,68,CB,CB,68,182.88,73.94,Right,0,725000.0,0,37,55,1501,322,2,2,Medium,Medium,1,61,26,50,50,69,66,3,60.67,42.0
J. Akpa Akpro,27,71,Ivory Coast,Lazio,74,RWB,CM,72,155.75,71.21,Right,1,2700000.0,1,72,84,2001,427,3,3,High,High,1,80,67,70,71,68,71,23,78.33,69.33
R. Fredericks,27,76,England,West Ham United,76,RB,RB,77,155.75,73.94,Right,1,7500000.0,1,73,76,1923,421,3,3,High,Medium,1,92,51,66,73,70,69,71,79.0,63.33
M. Luongo,27,71,Australia,Sheffield Wednesday,71,CDM,CDM CM,72,179.83,76.2,Right,1,2400000.0,1,51,90,1910,408,3,3,Medium,High,1,69,63,62,70,68,76,6,78.33,65.0
A. Pritchard,27,71,England,Huddersfield Town,72,CAM,CAM LM,72,173.74,62.14,Right,1,2700000.0,0,70,63,1846,375,4,3,High,Medium,1,69,68,72,73,46,47,13,59.67,71.0
K. Roofe,27,72,Jamaica,Rangers FC,73,ST,ST,73,155.45,64.86,Right,1,3600000.0,3,67,65,1951,402,4,3,High,Medium,1,79,73,67,72,50,61,30,68.33,70.67
L. O'Neil,26,60,England,Cambridge United,62,CDM,CM CDM,61,155.75,79.83,Right,1,240000.0,0,53,77,1634,353,3,2,Medium,Medium,1,65,46,56,59,59,68,5,70.0,53.67
M. Nastasić,27,77,Serbia,FC Schalke 04,79,CB,CB,79,188.98,83.01,Left,2,9500000.0,1,46,63,1795,371,2,2,Low,High,2,69,32,63,54,79,74,91,68.67,49.67
M. Bianchetti,26,70,Italy,US Cremonese,70,CB,CB RB,71,188.98,81.19,Right,1,1800000.0,0,52,65,1589,351,3,2,Medium,High,1,64,35,52,57,70,73,3,67.33,48.0
F. Novák,30,78,Czech Republic,Fenerbahçe SK,78,LB,LB,78,182.88,78.02,Left,0,8000000.0,2,76,87,2038,438,3,3,High,Medium,1,78,66,70,74,75,75,45,80.0,70.0
J. Kopic,30,74,Czech Republic,Viktoria Plzeň,74,LW,LW RW,74,155.75,79.83,Right,0,5500000.0,1,74,71,1851,393,3,3,High,Low,1,80,71,70,76,36,60,6,70.33,72.33
R. Schoofs,26,71,Belgium,KV Mechelen,73,CM,CM CDM CAM,73,155.45,68.95,Left,2,2800000.0,3,66,71,1905,393,3,3,High,Medium,1,62,64,72,72,60,63,4,65.33,69.33
G. Hubert,26,67,Belgium,KV Oostende,67,GK,GK,70,201.17,88.0,Right,3,700000.0,2,19,30,1094,373,2,1,Medium,Medium,1,70,65,64,66,43,65,5,55.0,65.0
S. Meïté,26,76,France,Torino,78,CM,CM CDM,79,188.98,79.83,Right,3,9500000.0,2,69,79,1978,424,3,3,Medium,Medium,1,64,59,73,77,72,79,23,74.0,69.67
J. Baldwin,27,65,England,Bristol Rovers,67,CB,CB CM,67,185.93,69.85,Right,2,575000.0,1,47,72,1588,351,3,2,Medium,High,1,65,40,54,55,65,72,8,69.67,49.67
Vako,27,72,Georgia,San Jose Earthquakes,73,CAM,LM CAM,72,179.83,79.83,Right,0,3300000.0,0,64,64,1770,386,3,3,Medium,Low,1,69,72,66,80,36,63,13,65.33,72.67
J. Boëtius,26,76,Netherlands,1. FSV Mainz 05,78,RM,CAM,77,155.45,73.03,Right,1,9000000.0,1,72,83,1941,412,4,4,Medium,High,1,81,70,73,81,43,64,57,76.0,74.67
D. Baselli,28,77,Italy,Torino,77,CM,CM,77,182.88,69.85,Right,0,9000000.0,1,74,75,2074,434,3,4,High,Medium,2,70,72,79,80,66,67,23,70.67,77.0
S. Sosa,33,73,Uruguay,Independiente,73,GK,GK,73,182.88,78.93,Right,0,2200000.0,0,14,38,1169,397,3,1,Medium,Medium,1,73,68,66,75,41,74,15,61.67,69.67
G. Espinoza,29,71,Chile,Universidad de Chile,71,CM,CM CDM,71,155.45,77.11,Right,0,2300000.0,0,65,85,1908,395,3,3,High,High,1,50,62,69,70,64,80,3,71.67,67.0
H. Shala,28,66,Kosovo,Vålerenga Fotball,68,CAM,CM,66,155.45,71.21,Left,0,650000.0,0,58,74,1840,393,3,3,High,Medium,1,73,64,63,72,54,67,4,71.33,66.33
Luís Leal,33,70,São Tomé &amp; Príncipe,Club Tijuana,70,ST,ST RM,70,179.83,69.85,Right,0,1100000.0,0,64,68,1819,376,3,3,Medium,Medium,1,69,73,62,66,34,72,14,69.67,67.0
Djaniny,28,77,Cape Verde,Al Ahli,77,ST,ST RM CAM,77,192.02,78.02,Right,0,9000000.0,1,65,82,1885,410,4,4,Medium,Low,1,83,73,67,77,35,75,359,80.0,72.33
N. Füllkrug,27,76,Germany,SV Werder Bremen,77,ST,ST,77,188.98,83.01,Right,1,9000000.0,2,63,63,1828,384,4,3,High,Medium,1,64,77,62,70,38,73,43,66.67,69.67
S. Benyamina,30,62,Germany,VfB Lübeck,62,ST,ST,62,192.02,78.93,Right,0,300000.0,0,34,66,1550,336,3,3,Medium,Medium,1,67,62,42,62,34,69,4,67.33,55.33
M. Kuhn B,28,68,Germany,SV Wehen Wiesbaden,68,RB,RB RWB,68,155.45,76.2,Right,0,775000.0,0,70,75,1870,399,2,3,High,Medium,1,89,51,67,67,59,66,5,76.67,61.67
B. Röcker,30,65,Germany,SV Wehen Wiesbaden,65,CB,CB,65,201.17,92.08,Left,0,450000.0,0,32,55,1324,294,3,2,Low,High,1,47,30,42,35,65,75,10,59.0,35.67
A. Rüdiger,27,81,Germany,Chelsea,83,CB,CB,83,192.02,84.82,Right,2,18500000.0,1,68,68,1865,405,3,2,Medium,High,2,70,43,67,63,82,80,407,72.67,57.67
A. Weis,30,65,Germany,Viktoria Köln,65,GK,GK,65,188.98,83.91,Right,0,375000.0,0,18,29,1041,359,2,1,Medium,Medium,1,67,64,63,70,39,56,4,50.67,65.67
M. Pušić,32,65,Austria,TSV 1860 München,65,ST,ST,65,188.98,73.94,Left,0,425000.0,0,54,75,1774,365,3,2,High,Medium,1,64,65,58,63,41,74,5,71.0,62.0
S. Kverkvelia,28,75,Georgia,Lokomotiv Moscow,77,CB,CB,77,198.12,87.09,Right,2,6500000.0,0,39,82,1617,362,2,2,Medium,Medium,1,72,38,53,40,78,81,5,78.33,43.67
M. Krmenčík,27,73,Czech Republic,Club Brugge KV,74,ST,ST,74,192.02,84.82,Right,1,4700000.0,2,55,60,1723,378,4,3,High,Medium,1,73,71,58,70,27,79,14,70.67,66.33
M. Bennett,23,68,England,Millwall,69,RM,LW RW ST,74,155.45,63.96,Right,6,1200000.0,2,70,61,1813,391,3,3,Medium,Medium,1,80,62,63,69,42,75,23,72.0,64.67
T. Malinský,28,74,Czech Republic,SK Slavia Praha,74,LM,LM RM,74,173.74,68.95,Right,0,5500000.0,2,68,75,1856,394,3,3,High,Low,1,92,67,68,75,32,60,14,75.67,70.0
A. Lozano,27,70,Honduras,Cádiz CF,71,ST,ST,71,185.93,73.94,Right,1,2100000.0,2,51,68,1761,387,3,3,Medium,Low,1,78,69,60,70,34,76,22,74.0,66.33
Nicolas,32,69,Brazil,Udinese,69,GK,GK,69,192.02,84.82,Right,0,650000.0,0,13,32,1117,385,5,1,Medium,Medium,1,71,69,64,71,43,67,3,56.67,68.0
Jorginho,28,83,Italy,Chelsea,83,CM,CM CDM,83,155.75,68.04,Right,0,25500000.0,2,75,85,2111,429,3,3,Medium,Medium,2,55,65,84,80,72,73,508,71.0,76.33
Rafinha,25,63,Portugal,Vitória de Setúbal,66,CAM,LM CAM,64,167.64,58.06,Right,1,750000.0,0,49,49,1628,339,3,2,Medium,Medium,1,80,49,61,69,43,37,3,55.33,59.67
C. Sánchez,32,76,Uruguay,Uruguay,76,RM,CM CAM RM,76,173.74,66.22,Right,0,6000000.0,0,69,89,2064,434,4,3,High,High,2,88,72,72,75,55,72,9,83.0,73.0
André Micael,30,65,Portugal,FC Paços de Ferreira,65,CB,CB,65,188.98,79.83,Right,0,450000.0,0,34,49,1353,284,2,2,Medium,Medium,1,40,29,40,42,64,69,3,52.67,37.0
Y. Croizet,28,68,France,Oud-Heverlee Leuven,69,LM,CAM RM ST,68,155.75,79.83,Left,0,900000.0,0,65,69,1859,396,3,4,Medium,Low,1,73,67,66,73,47,70,3,70.67,68.67
Rúben Ferreira,30,70,Portugal,Clube Sport Marítimo,70,LB,LB,70,182.88,58.97,Left,0,1400000.0,3,70,71,1905,397,3,3,Medium,Medium,1,67,58,69,69,67,67,4,68.33,65.33
Bernard,27,78,Brazil,Everton,78,LM,LM,78,167.64,59.87,Right,0,11000000.0,1,72,69,1893,393,4,4,High,Medium,2,84,68,73,85,39,44,125,65.67,75.33
L. Antei,28,69,Italy,Benevento,70,CB,CB RB,70,188.98,77.11,Right,1,1000000.0,0,25,56,1445,302,2,2,Medium,Medium,1,47,27,41,47,71,69,6,57.33,38.33
M. Pigliacelli,27,71,Italy,Universitatea Craiova,71,GK,GK,75,182.88,79.83,Right,4,2200000.0,1,18,35,1301,408,3,1,Medium,Medium,1,71,69,83,71,48,66,8,57.33,74.33
V. Verre,26,74,Italy,Sampdoria,76,CAM,CAM CF CM,77,155.75,69.85,Right,3,7000000.0,0,70,72,2025,421,4,3,Medium,Medium,1,68,74,73,75,65,66,20,68.67,74.0
A. Andersen,29,65,Denmark,Odense Boldklub,65,CB,CB RB,65,188.98,83.91,Right,0,450000.0,1,58,72,1693,371,3,2,Medium,Medium,1,73,48,55,59,63,73,3,72.67,54.0
J. Ibe,24,72,England,Derby County,73,CAM,RM RW,77,179.83,81.19,Right,5,4200000.0,1,66,61,1809,387,4,3,Medium,Medium,1,76,66,67,77,41,60,76,65.67,70.0
Flávio Ferreira,23,74,Portugal,Málaga CF,74,CB,CB CDM,80,155.75,74.84,Right,6,4000000.0,0,55,56,1844,386,3,2,Medium,Medium,1,64,53,63,64,74,68,3,62.67,60.0
Álvaro Lemos,27,71,Spain,UD Las Palmas,71,RB,RB RM,72,179.83,78.02,Right,1,2400000.0,0,69,84,1925,409,3,3,High,Medium,1,80,58,64,70,66,71,16,78.33,64.0
L. Ceppitelli,30,73,Italy,Cagliari,73,CB,CB,73,185.93,83.01,Right,0,3200000.0,0,22,50,1441,306,3,2,High,High,1,51,33,35,41,76,70,5,57.0,36.33
C. Jorquera,31,68,Chile,Fatih Karagümrük S.K.,71,CAM,CM CDM,68,176.78,68.95,Right,0,775000.0,0,68,61,1888,390,5,3,Medium,Medium,1,68,66,71,75,50,60,8,63.0,70.67
L. Krajnc,25,68,Slovenia,Slovenia,69,CB,CB,69,188.98,86.18,Left,1,0.0,0,58,65,1626,349,2,2,Medium,Medium,1,62,32,53,59,67,76,22,67.67,48.0
B. Darri,25,68,Netherlands,Fatih Karagümrük S.K.,68,LW,LW,69,179.83,76.2,Right,1,1100000.0,0,63,51,1643,352,2,4,Medium,Low,1,78,63,59,75,25,52,8,60.33,65.67
J. Cracknell,26,54,England,Harrogate Town,54,GK,GK,58,182.88,71.21,Right,4,60000.0,0,20,42,1064,313,3,1,Medium,Medium,1,54,53,52,55,46,53,8,49.67,53.33
N. Dicko,27,69,Mali,Vitesse,69,ST,ST,69,176.78,73.94,Right,0,1100000.0,0,60,51,1768,384,3,3,High,Medium,1,86,66,60,70,34,68,12,68.33,65.33
Alberto Moreno,27,77,Spain,Villarreal CF,77,LB,LB,77,173.74,64.86,Left,0,8000000.0,3,78,76,2036,437,2,3,High,Medium,2,85,66,69,78,70,69,50,76.67,71.0
J. Ward-Prowse,25,79,England,Southampton,81,CM,CM,83,176.78,66.22,Right,4,16000000.0,4,89,90,2109,427,3,3,Medium,Medium,2,60,72,85,77,66,67,163,72.33,78.0
P. Ngawa,28,69,Belgium,Oud-Heverlee Leuven,69,RB,RB CB LB,69,188.98,74.84,Right,0,900000.0,0,59,74,1671,374,3,2,Medium,Medium,1,80,41,51,63,67,72,4,75.33,51.67
A. Forde,26,64,Republic of Ireland,Oxford United,64,LM,LM RM,64,155.75,82.1,Right,0,475000.0,0,62,70,1655,347,3,3,Medium,Medium,1,72,58,61,65,32,59,4,67.0,61.33
M. Ihiekwe,27,68,England,Rotherham United,69,CB,CB,69,185.93,81.19,Right,1,900000.0,1,38,73,1565,347,3,2,Medium,High,1,70,36,43,55,67,76,4,73.0,44.67
J. Price,27,71,England,Colorado Rapids,72,CDM,CDM CM,74,173.74,68.95,Right,3,2600000.0,0,65,77,1806,369,3,2,Medium,High,1,52,47,71,64,63,72,11,67.0,60.67
I. Vassell,26,63,England,Cardiff City,64,ST,ST,64,179.83,71.21,Right,1,450000.0,1,53,53,1609,355,2,2,Medium,Medium,1,83,62,48,62,33,67,8,67.67,57.33
I. Höhn,28,68,Germany,SV Darmstadt 98,68,CB,CB RB,68,182.88,72.12,Right,0,775000.0,0,47,63,1543,323,3,2,Medium,Medium,1,46,32,51,57,70,67,3,58.67,46.67
C. Thompson,26,65,England,Wycombe Wanderers,68,CDM,CM CDM,66,155.45,77.11,Right,1,625000.0,0,54,83,1871,404,3,3,Medium,Medium,1,80,54,61,67,64,78,6,80.33,60.67
Luís Hernández,31,71,Spain,Málaga CF,71,CB,CB,71,182.88,74.84,Right,0,1800000.0,3,66,75,1841,388,4,2,Medium,High,1,67,49,62,63,72,75,45,72.33,58.0
Dener,28,69,Brazil,Portimonense SC,69,CM,CM RW ST,69,188.98,77.11,Right,0,1000000.0,1,60,79,1872,400,3,3,High,Medium,1,65,64,67,69,60,75,3,73.0,66.67
J. Husband,26,66,England,Blackpool,66,LB,LB CB,68,155.45,64.86,Left,2,675000.0,0,64,72,1732,368,3,3,Medium,Medium,1,67,50,56,64,64,67,3,68.67,56.67
André Sousa,29,68,Portugal,Gazişehir Gaziantep F.K.,68,CM,CM,68,155.75,78.02,Left,0,850000.0,0,68,72,1918,400,2,3,Medium,Medium,1,62,68,70,69,59,72,3,68.67,69.0
S. Umtiti,26,83,France,FC Barcelona,85,CB,CB,86,182.88,74.84,Left,3,28500000.0,2,61,65,2061,428,3,2,Medium,Medium,3,66,62,69,69,83,79,231,70.0,66.67
C. Atsu,28,74,Ghana,Newcastle United,74,LM,LM RM,74,167.64,64.86,Left,0,5500000.0,0,69,55,1808,374,3,3,Medium,Low,1,83,67,69,79,34,42,60,60.0,71.67
M. van Duinen,28,67,Netherlands,PEC Zwolle,67,ST,ST LW,67,185.93,74.84,Right,0,800000.0,0,63,87,1815,389,4,3,High,High,1,75,65,61,65,48,75,3,79.0,63.67
J. Omolo,30,65,Kenya,KSV Cercle Brugge,65,CB,CB CDM CM,65,155.45,73.03,Right,0,450000.0,0,33,64,1718,355,3,2,Medium,Medium,1,61,47,55,61,63,68,3,64.33,54.33
S. Walsh,24,67,Netherlands,SV Zulte-Waregem,69,CDM,CDM RB LB,72,155.75,76.2,Right,5,925000.0,0,65,76,1700,360,3,3,High,High,1,67,31,61,64,67,70,5,71.0,52.0
L. Abecasis,30,71,Argentina,Club Libertad,71,RB,RB,71,179.83,73.03,Right,0,1900000.0,0,70,83,1901,417,4,3,Medium,Medium,1,88,50,66,69,65,79,5,83.33,61.67
C. Insaurralde,28,69,Argentina,Newell's Old Boys,70,ST,LW ST,69,155.75,72.12,Right,0,1100000.0,1,65,78,1763,378,3,3,Medium,Low,1,75,71,58,70,39,65,3,72.67,66.33
L. Ocampos,25,82,Argentina,Sevilla FC,84,ST,RW LW,83,188.98,83.91,Right,1,26500000.0,3,79,91,2216,473,3,4,High,High,2,82,83,78,83,63,84,447,85.67,81.33
L. Castro,31,75,Argentina,SPAL,75,CM,CM CAM,75,182.88,76.2,Right,0,5500000.0,3,77,64,2007,417,4,4,High,Medium,2,67,67,77,78,64,64,13,65.0,74.0
