age,over_all_rating,nationality,club,best_position,potential,height,weight,foot,market_value,contract,cross,stamina,total_stats,weak_foot,skill_moves,attack_work_rate,defence_work_rate,intl_reputation,pace,shooting,passing,dribbling,defense,physical,phys_index,skill_index
30,70,Russia,Arsenal Tula,RM,70,182.88,72.12,Right,1300000.0,0,70,77,1947,3,2,High,Medium,1,72,62,67,73,68,68,72.33,67.33
31,73,Russia,Russia,RM,73,155.45,68.95,Right,0.0,0,73,75,1805,4,3,Medium,Low,1,79,68,70,73,34,61,71.67,70.33
36,77,Brazil,Vitória Guimarães,GK,77,188.98,87.09,Right,1500000.0,0,13,41,1238,2,1,Medium,Medium,1,77,75,71,76,37,76,64.67,74.0
29,70,Brazil,Al Ittihad,LWB,70,155.45,81.19,Left,1300000.0,0,70,69,1949,3,3,Medium,Medium,1,72,66,65,69,66,71,70.67,66.67
29,77,Brazil,Atalanta,CB,77,185.93,74.84,Right,7500000.0,2,44,56,1837,3,2,Medium,High,2,63,47,58,62,81,68,62.33,55.67
33,72,Russia,Russia,GK,72,188.98,84.82,Right,0.0,0,19,18,1165,2,1,Medium,Medium,1,74,67,69,73,46,71,54.33,69.67
31,79,Russia,Russia,ST,79,198.12,91.17,Right,0.0,0,61,78,1870,3,3,Medium,Low,2,68,78,69,71,29,85,77.0,72.67
32,63,United States,Toronto FC,GK,63,192.02,87.09,Right,220000.0,1,12,26,1036,2,1,Medium,Medium,1,64,60,64,64,29,64,51.33,62.67
28,75,Brazil,Amiens SC,CAM,75,182.88,78.02,Left,6500000.0,0,77,56,1793,3,4,Medium,Low,3,35,74,79,78,36,60,50.33,77.0
29,73,Morocco,PAOK,CAM,73,185.93,82.1,Right,3900000.0,0,73,70,1951,4,3,High,Medium,1,71,69,74,74,57,71,70.67,72.33
30,76,Russia,PFC CSKA Moscow,CM,76,155.45,74.84,Right,7000000.0,0,72,71,2074,3,4,High,Medium,3,72,71,74,76,70,68,70.33,73.67
28,78,Russia,FC Krasnodar,RW,78,155.45,69.85,Right,10500000.0,0,76,74,2061,4,3,Medium,Medium,1,78,74,73,79,67,66,72.67,75.33
32,81,Ukraine,Shakhtar Donetsk,RM,81,179.83,76.2,Left,14000000.0,0,75,73,2053,3,5,Medium,Medium,2,80,78,78,86,47,69,74.0,80.67
32,66,Republic of Ireland,Bolton Wanderers,ST,66,155.75,73.03,Right,525000.0,2,56,84,1711,4,2,High,Medium,1,63,67,58,64,28,70,72.33,63.0
30,61,England,Port Vale,CB,61,188.98,77.11,Right,200000.0,0,29,66,1319,3,2,Low,Medium,1,45,30,38,34,61,70,60.33,34.0
32,76,Chile,Chile,RB,76,179.83,74.84,Right,0.0,0,78,80,2019,3,3,High,Medium,2,77,54,73,75,72,73,76.67,67.33
28,65,Poland,Jagiellonia Białystok,CDM,65,155.75,69.85,Right,475000.0,0,58,70,1820,3,2,Medium,Medium,1,66,56,61,63,59,70,68.67,60.0
30,63,Poland,CFR Cluj,GK,63,198.12,87.09,Left,250000.0,0,23,42,1228,3,1,Medium,Medium,1,59,62,63,65,44,61,54.0,63.33
33,66,Brazil,Helsingborgs IF,CAM,66,155.75,74.84,Right,400000.0,0,62,60,1679,3,4,Medium,Medium,2,56,67,65,67,29,62,59.33,66.33
32,66,Sweden,Helsingborgs IF,LB,66,155.75,68.04,Left,400000.0,0,65,61,1716,2,2,High,Medium,1,72,48,59,64,63,56,63.0,57.0
29,73,France,Stade Rennais FC,CM,73,188.98,78.93,Right,3800000.0,0,77,65,1963,4,3,Medium,Medium,2,51,71,78,74,60,65,60.33,74.33
31,79,France,Stade Rennais FC,CDM,79,198.12,88.9,Right,9500000.0,0,59,81,1878,3,2,Medium,Medium,2,34,55,71,68,77,86,67.0,64.67
33,71,Morocco,Fatih Karagümrük S.K.,CAM,71,179.83,68.04,Right,1400000.0,0,69,67,1771,4,4,Medium,Low,1,73,71,68,73,32,57,65.67,70.67
30,68,Benin,Middlesbrough,ST,68,195.07,86.18,Right,875000.0,0,39,53,1631,3,3,Medium,Medium,1,55,66,49,62,37,75,61.0,59.0
31,83,Brazil,Guangzhou Evergrande Taobao FC,CM,83,182.88,79.83,Right,22000000.0,2,67,92,2279,4,4,High,High,3,72,82,77,82,80,85,83.0,80.33
32,64,Poland,LKS Lodz,CB,64,195.07,88.0,Right,300000.0,1,35,69,1518,2,2,High,Medium,1,41,45,50,52,59,81,63.67,49.0
34,68,France,Dijon FCO,CAM,68,164.59,63.96,Right,450000.0,0,61,47,1649,4,3,Medium,Medium,1,57,62,70,72,26,41,48.33,68.0
31,72,Brazil,Al Taawoun,CDM,72,179.83,77.11,Right,2400000.0,1,72,92,1908,3,2,Medium,Medium,1,67,55,70,64,66,81,80.0,63.0
30,74,Spain,VfL Wolfsburg,CB,74,182.88,74.84,Right,4600000.0,0,50,34,1893,3,2,Medium,High,2,53,60,69,68,76,65,50.67,65.67
32,59,Uruguay,River Plate Montevideo,CB,59,155.75,69.85,Right,100000.0,0,49,56,1462,3,2,Medium,Medium,1,57,38,47,48,60,66,59.67,44.33
38,66,Italy,Venezia FC,GK,66,185.93,79.83,Right,70000.0,0,14,25,1096,2,1,Medium,Medium,1,62,64,62,65,39,71,52.67,63.67
31,72,Czech Republic,Sparta Praha,CB,72,185.93,83.01,Right,2300000.0,2,69,71,1860,3,3,Medium,Medium,1,65,53,65,65,72,75,70.33,61.0
31,78,Brazil,Tigres U.A.N.L.,CDM,78,155.75,78.02,Right,8000000.0,2,73,90,2055,3,3,Medium,Medium,1,69,66,77,75,73,73,77.33,72.67
32,78,Argentina,River Plate,CAM,78,182.88,74.84,Right,8500000.0,0,75,73,2070,4,4,High,Medium,2,76,77,76,82,45,74,74.33,78.33
30,77,China PR,Beijing Sinobo Guoan FC,ST,77,182.88,72.12,Right,8500000.0,0,66,75,1961,3,4,High,Low,2,83,75,68,82,33,71,76.33,75.0
28,76,Brazil,Antalyaspor,RM,76,182.88,73.03,Right,8000000.0,0,76,79,1923,3,3,Medium,Medium,1,89,70,70,73,47,72,80.0,71.0
31,70,Ukraine,Atiker Konyaspor,ST,70,188.98,78.93,Right,1600000.0,1,46,71,1675,3,3,High,High,1,60,70,57,62,40,70,67.0,63.0
31,64,Poland,Stal Mielec,LB,64,188.98,78.02,Left,325000.0,1,63,75,1728,4,2,High,Medium,1,73,59,58,56,60,69,72.33,57.67
32,69,Venezuela,KV Oostende,CAM,69,179.83,69.85,Right,825000.0,0,66,35,1665,4,4,High,Low,2,66,66,68,70,26,49,50.0,68.0
28,66,Australia,Macarthur FC,LM,66,173.74,63.96,Left,650000.0,2,67,63,1687,4,3,High,Medium,1,72,56,65,67,39,50,61.67,62.67
30,79,Brazil,Jiangsu Suning FC,CAM,79,179.83,72.12,Right,12000000.0,0,63,87,2029,4,4,High,Low,3,93,76,73,81,40,72,84.0,76.67
27,71,Norway,Medipol Başakşehir FK,ST,71,179.83,78.93,Right,2500000.0,1,58,82,1854,3,3,High,High,1,86,70,58,75,36,77,81.67,67.67
32,68,Scotland,Rangers FC,GK,68,188.98,83.01,Right,550000.0,1,21,37,1289,3,1,Medium,Medium,1,68,68,69,68,55,67,57.33,68.33
29,77,Spain,Levante UD,CAM,77,182.88,76.2,Left,8500000.0,0,69,68,2036,2,4,Medium,Medium,1,70,77,77,81,54,69,69.0,78.33
29,70,Norway,Los Angeles FC,ST,70,155.75,81.19,Right,1800000.0,0,45,68,1716,3,3,Medium,Medium,1,75,69,52,67,29,78,73.67,62.67
24,73,Brazil,Internacional,CDM,79,176.78,69.85,Right,3400000.0,0,58,84,2040,3,3,Medium,Medium,1,81,65,67,76,71,72,79.0,69.33
31,74,Spain,Alanyaspor,RB,74,155.75,68.95,Right,4099999.9999999995,0,72,74,2001,3,3,High,Medium,2,74,66,69,74,70,71,73.0,69.67
28,83,Brazil,Shanghai SIPG FC,CAM,83,155.45,66.22,Right,26000000.0,3,81,84,2141,3,4,High,High,3,78,79,83,83,58,65,75.67,81.67
29,72,Germany,Blackburn Rovers,CAM,72,179.83,72.12,Left,3000000.0,0,70,81,1982,4,3,Medium,Medium,2,69,65,73,76,54,68,72.67,71.33
30,75,Netherlands,Watford,RB,75,185.93,79.83,Right,5500000.0,1,77,74,2003,3,3,High,Medium,2,67,65,72,74,74,72,71.0,70.33
27,66,England,Plymouth Argyle,CAM,66,179.83,73.94,Right,675000.0,0,63,50,1756,3,3,High,Medium,1,62,66,66,66,39,64,58.67,66.0
29,75,Scotland,West Bromwich Albion,RM,75,182.88,74.84,Right,6500000.0,1,80,68,1882,4,4,High,Medium,1,81,70,71,74,43,70,73.0,71.67
32,70,England,Birmingham City,CB,70,188.98,83.01,Left,1100000.0,1,63,77,1836,3,3,Medium,Medium,1,64,55,60,69,72,73,71.33,61.33
32,64,Netherlands,FC Würzburger Kickers,CB,64,195.07,94.8,Right,300000.0,0,37,29,1443,2,2,Medium,Medium,2,43,45,46,47,65,64,45.33,46.0
33,64,England,Exeter City,CB,64,155.75,69.85,Left,210000.0,0,65,77,1700,3,2,Medium,Medium,1,65,53,58,59,62,71,71.0,56.67
32,73,Nigeria,Rangers FC,CB,73,192.02,88.0,Right,2600000.0,0,67,54,1711,3,2,Medium,Medium,1,53,45,60,60,74,72,59.67,55.0
29,59,DR Congo,Servette FC,CB,59,182.88,77.11,Right,130000.0,0,48,41,1538,3,2,Medium,Medium,1,58,43,53,51,58,58,52.33,49.0
31,68,France,Al Hazem,LW,68,182.88,76.2,Left,775000.0,1,64,61,1837,3,3,Medium,Medium,1,83,68,61,71,52,67,70.33,66.67
33,67,Brazil,Hannover 96,CB,67,195.07,89.81,Left,350000.0,0,43,33,1546,3,2,Medium,Medium,1,44,44,50,55,64,70,49.0,49.67
32,63,Turkey,BB Erzurumspor,GK,63,188.98,79.83,Right,220000.0,0,10,34,1100,1,1,Medium,Medium,1,64,60,60,66,48,63,53.67,62.0
29,76,Republic of Ireland,Crystal Palace,CDM,76,155.75,72.12,Right,6500000.0,1,68,60,1951,4,3,Medium,High,2,57,60,74,73,75,66,61.0,69.0
32,78,Argentina,Club Atlético Lanús,LW,78,173.74,67.13,Right,8000000.0,1,75,79,2044,4,4,High,High,1,89,70,72,80,51,65,77.67,74.0
31,74,Gabon,Dijon FCO,CB,74,185.93,74.84,Right,4200000.0,0,59,71,1592,3,2,Low,Medium,1,48,35,56,49,74,79,66.0,46.67
31,71,Togo,Gençlerbirliği SK,LM,71,179.83,73.94,Right,2100000.0,0,65,74,1825,4,3,Medium,Medium,1,82,68,66,74,35,67,74.33,69.33
34,70,Mali,Sivasspor,ST,70,185.93,83.91,Right,925000.0,0,59,69,1708,3,3,High,Medium,1,64,71,60,66,31,75,69.33,65.67
30,67,France,Crotone,ST,67,182.88,76.2,Right,725000.0,1,55,54,1718,3,2,Medium,Medium,1,76,67,57,64,31,59,63.0,62.67
30,75,Portugal,SC Braga,RWB,75,179.83,68.95,Right,5500000.0,0,72,70,2034,3,4,High,Medium,1,82,64,71,77,70,63,71.67,70.67
28,76,Croatia,RCD Mallorca,ST,76,192.02,74.84,Left,8000000.0,2,41,70,1680,4,3,Medium,High,2,66,76,48,71,35,77,71.0,65.0
30,67,Italy,Benevento,CB,67,182.88,73.94,Right,625000.0,0,36,67,1532,3,2,Low,High,1,60,34,47,44,67,74,67.0,41.67
29,72,Ghana,Jiangsu Suning FC,CM,72,173.74,72.12,Left,3000000.0,2,71,81,2134,2,3,Medium,Medium,1,86,69,69,73,73,83,83.33,70.33
31,85,Germany,Borussia Dortmund,CAM,85,155.75,71.21,Right,34000000.0,2,85,67,2147,4,4,High,Medium,4,80,86,84,85,45,63,70.0,85.0
31,65,Germany,KFC Uerdingen 05,RB,65,185.93,74.84,Right,400000.0,0,64,81,1723,3,2,High,High,2,64,57,62,60,60,72,72.33,59.67
31,73,Brazil,Göztepe SK,CB,73,185.93,76.2,Right,3000000.0,0,52,40,1660,2,2,Medium,Medium,1,42,52,59,52,73,68,50.0,54.33
30,85,England,Manchester City,RB,85,182.88,69.85,Right,30500000.0,3,81,89,2188,2,3,High,High,3,92,63,76,77,80,82,87.67,72.0
32,65,France,FC Chambly Oise,CAM,65,173.74,68.04,Right,425000.0,0,69,30,1703,4,3,Medium,Low,2,46,64,69,66,50,44,40.0,66.33
30,66,France,Oud-Heverlee Leuven,RB,66,155.45,72.12,Right,500000.0,0,62,71,1632,4,2,Medium,Medium,1,69,34,56,57,66,67,69.0,49.0
30,76,Algeria,AS Saint-Étienne,CAM,76,155.45,73.94,Left,7500000.0,1,80,59,1942,4,4,High,Low,2,68,76,78,78,40,58,61.67,77.33
30,70,France,En Avant de Guingamp,CAM,70,195.07,82.1,Right,1700000.0,0,72,75,1828,3,3,High,Medium,1,57,71,70,72,41,69,67.0,71.0
27,72,Belgium,Blackburn Rovers,GK,74,188.98,69.85,Right,2600000.0,1,18,31,1211,3,1,Medium,Medium,1,72,75,67,74,46,67,56.67,72.0
34,64,Bosnia Herzegovina,SC Verl,ST,64,188.98,83.01,Right,240000.0,0,65,62,1751,3,3,Medium,Low,1,63,64,65,64,36,68,64.33,64.33
33,70,Chile,Colo-Colo,CDM,70,176.78,68.04,Right,875000.0,0,56,73,1877,3,3,High,High,1,64,57,65,64,67,72,69.67,62.0
34,73,Chile,Al Fayha,CAM,73,176.78,73.03,Left,2000000.0,0,65,62,1870,3,4,Medium,Low,1,58,70,75,76,50,48,56.0,73.67
34,63,Uruguay,Club Plaza Colonia,CM,63,185.93,72.12,Right,180000.0,2,48,64,1618,4,3,Medium,Medium,1,64,55,58,63,50,64,64.0,58.67
34,78,Bosnia Herzegovina,Lazio,LM,78,182.88,78.02,Right,5000000.0,0,80,89,2126,3,3,High,High,2,77,72,76,78,75,77,81.0,75.33
31,71,Ivory Coast,FC Sion,ST,71,155.45,81.19,Right,2100000.0,0,46,44,1841,4,3,Medium,Low,3,87,67,64,66,38,65,65.33,65.67
27,75,Uruguay,PFC CSKA Moscow,ST,75,185.93,73.03,Left,7000000.0,0,50,67,1818,4,3,Medium,Low,2,82,74,62,72,30,69,72.67,69.33
28,71,Uruguay,Olimpia Asunción,CB,72,185.93,87.09,Left,2300000.0,2,59,68,1708,3,2,Medium,High,1,69,39,59,57,69,82,73.0,51.67
30,64,England,Cheltenham Town,CM,64,155.45,68.95,Right,425000.0,0,55,77,1786,3,3,High,Medium,1,61,61,63,65,54,64,67.33,63.0
33,72,Italy,Chievo Verona,ST,72,182.88,78.93,Left,2000000.0,0,60,67,1795,3,3,Medium,Low,2,67,70,66,73,37,67,67.0,69.67
34,64,Brazil,Philadelphia Union,CDM,64,173.74,68.04,Left,160000.0,1,61,62,1774,2,3,High,Medium,1,67,52,61,68,62,67,65.33,60.33
31,72,Turkey,Medipol Başakşehir FK,GK,72,195.07,86.18,Right,2000000.0,0,12,31,1234,2,1,Medium,Medium,2,73,70,68,72,56,76,60.0,70.0
27,76,Algeria,Spartak Moscow,CAM,76,155.45,72.12,Right,8000000.0,0,74,79,1944,4,4,High,Medium,1,75,74,74,77,55,65,73.0,75.0
24,67,France,Charlton Athletic,RWB,72,155.75,63.96,Right,825000.0,0,69,76,1669,3,2,High,Medium,1,71,40,61,66,65,63,70.0,55.67
29,71,France,Servette FC,CB,72,192.02,82.1,Right,2200000.0,1,47,61,1467,3,2,Medium,High,1,35,27,52,52,71,74,56.67,43.67
28,71,Netherlands,Huddersfield Town,RM,71,155.75,72.12,Right,2400000.0,0,64,59,1771,3,4,Medium,Medium,1,82,59,64,79,39,62,67.67,67.33
33,71,Italy,Benevento,CAM,71,155.45,73.03,Right,1400000.0,1,63,75,1942,3,3,High,High,1,77,64,71,73,61,69,73.67,69.33
31,91,Poland,FC Bayern München,ST,91,182.88,79.83,Right,80000000.0,2,71,76,2195,4,4,High,Medium,4,78,91,78,85,43,82,78.67,84.67
29,70,Spain,Málaga CF,LM,70,173.74,69.85,Right,1700000.0,0,67,68,1847,3,3,High,Low,1,71,68,70,74,36,61,66.67,70.67
31,75,Senegal,Newcastle United,CM,75,182.88,86.18,Right,5500000.0,0,62,79,2033,3,3,Medium,High,2,68,71,68,74,75,79,75.33,71.0
31,87,Gabon,Arsenal,ST,87,188.98,79.83,Right,45000000.0,2,76,80,2072,4,4,High,High,3,93,86,75,80,38,69,80.67,80.33
29,64,Israel,Politehnica Iaşi,LW,64,173.74,63.96,Right,450000.0,0,59,34,1525,3,2,Medium,Low,1,76,55,55,72,27,40,50.0,60.67
28,67,France,Stade Malherbe Caen,GK,67,185.93,79.83,Left,550000.0,0,8,21,1017,2,1,Medium,Medium,1,69,66,58,70,45,69,53.0,64.67
27,73,Algeria,FC Nantes,CM,74,155.45,77.11,Right,4099999.9999999995,1,58,71,1953,4,3,Medium,Medium,1,58,68,70,74,67,75,68.0,70.67
29,66,France,Legia Warszawa,CB,66,182.88,74.84,Right,550000.0,0,61,34,1608,3,2,Medium,Medium,1,62,39,60,55,61,72,56.0,51.33
33,66,Peru,Peru,GK,66,201.17,86.18,Right,0.0,0,15,33,1144,3,1,Medium,Medium,1,66,68,56,64,61,69,56.0,62.67
28,70,Italy,Virtus Entella,RM,70,155.45,73.03,Right,1400000.0,0,73,72,1767,4,3,Medium,Medium,1,78,71,69,73,19,59,69.67,71.0
32,70,Italy,Benevento,RW,70,173.74,64.86,Right,1400000.0,0,68,74,1833,4,4,High,Medium,2,84,68,70,78,31,56,71.33,72.0
32,68,Netherlands,Sparta Rotterdam,LB,68,179.83,77.11,Left,550000.0,0,66,75,1915,4,3,Medium,Medium,1,67,57,67,69,64,72,71.33,64.33
30,69,France,US Salernitana 1919,CB,69,182.88,78.02,Right,850000.0,0,40,52,1601,3,2,Medium,Medium,2,57,43,49,54,70,66,58.33,48.67
29,69,England,Preston North End,GK,71,192.02,84.82,Right,875000.0,2,15,31,1204,3,1,Medium,Medium,1,72,62,64,73,50,65,56.0,66.33
33,70,Spain,New York City FC,CM,70,182.88,72.12,Right,1000000.0,0,55,65,1780,3,3,Medium,Medium,1,40,66,67,70,64,65,56.67,67.67
31,69,Turkey,Alanyaspor,ST,69,182.88,72.12,Right,950000.0,0,67,68,1903,3,3,High,High,1,72,69,65,71,53,68,69.33,68.33
30,71,Morocco,Al Hazem,CAM,71,182.88,73.94,Left,2200000.0,0,70,73,1889,1,4,High,Low,1,68,64,72,76,45,66,69.0,70.67
32,71,France,KAS Eupen,CB,71,188.98,83.01,Right,1500000.0,1,43,66,1479,2,2,Low,High,1,33,26,57,46,75,73,57.33,43.0
31,67,Belgium,Oud-Heverlee Leuven,LB,67,179.83,72.12,Left,550000.0,0,67,65,1823,3,3,Medium,Medium,1,83,56,59,68,62,65,71.0,61.0
35,68,Poland,Legia Warszawa,CB,68,188.98,83.01,Right,275000.0,0,64,50,1668,3,2,Medium,Medium,1,37,44,60,56,68,72,53.0,53.33
29,76,Switzerland,VfL Wolfsburg,CF,76,182.88,78.02,Right,7500000.0,1,74,67,1952,3,3,Medium,High,2,69,76,71,80,44,67,67.67,75.67
32,71,England,Reading,CB,71,185.93,76.2,Right,1500000.0,0,25,71,1525,3,2,Medium,High,1,47,36,45,43,71,76,64.67,41.33
34,71,Argentina,Atlético Nacional,CM,71,179.83,74.84,Left,1200000.0,0,68,54,1980,3,3,Medium,Medium,2,57,70,73,71,68,63,58.0,71.33
32,74,Germany,Borussia Dortmund,LB,74,155.75,73.94,Left,3500000.0,0,71,65,1891,2,2,Medium,High,2,66,48,66,65,75,73,68.0,59.67
32,81,Brazil,Shakhtar Donetsk,LM,81,176.78,74.84,Right,14000000.0,0,73,78,2058,3,4,Medium,Medium,2,92,78,75,86,47,67,79.0,79.67
32,66,France,CD Tenerife,LB,66,179.83,68.95,Left,350000.0,0,59,76,1788,3,2,High,Medium,1,83,44,59,65,61,74,77.67,56.0
30,65,Algeria,ESTAC Troyes,CDM,65,155.45,76.2,Right,450000.0,0,48,56,1700,3,3,Medium,Medium,1,54,43,61,64,61,66,58.67,56.0
30,80,Cameroon,Torino,CB,80,182.88,77.11,Right,12000000.0,0,60,61,1873,3,2,Medium,Medium,3,70,44,64,70,82,73,68.0,59.33
29,67,England,Brighton & Hove Albion,GK,67,188.98,78.93,Right,550000.0,0,11,29,1166,3,1,Medium,Medium,1,68,66,70,67,35,67,54.67,67.67
33,75,Portugal,Kayserispor,RB,75,182.88,83.01,Right,3000000.0,0,72,82,1941,4,3,High,Medium,2,77,50,67,68,73,77,78.67,61.67
33,69,Spain,Real Sporting de Gijón,CB,69,182.88,71.21,Right,500000.0,0,53,71,1627,3,2,Medium,Medium,1,54,33,58,52,71,71,65.33,47.67
29,67,Austria,TSV Hartberg,LB,67,176.78,63.96,Left,625000.0,0,65,82,1766,2,2,High,High,1,77,45,62,65,61,54,71.0,57.33
31,71,Czech Republic,Sparta Praha,ST,71,195.07,88.0,Right,2100000.0,0,29,61,1669,3,2,Medium,Medium,1,52,71,53,65,32,75,62.67,63.0
30,64,Germany,KFC Uerdingen 05,RB,64,185.93,79.83,Right,350000.0,0,59,77,1693,3,3,Medium,Medium,1,77,43,55,63,60,73,75.67,53.67
30,74,Senegal,Al Shabab,CDM,74,188.98,89.81,Right,4600000.0,1,66,73,1916,3,3,Medium,High,1,69,63,68,69,71,83,75.0,66.67
29,67,Iceland,Rosenborg BK,CB,67,192.02,86.18,Right,650000.0,2,57,60,1639,3,2,Medium,Medium,1,74,44,54,54,67,71,68.33,50.67
28,66,Norway,Odense Boldklub,LB,66,182.88,77.11,Left,550000.0,0,52,75,1748,2,2,High,Medium,1,81,46,58,62,62,71,75.67,55.33
35,71,Spain,AD Alcorcón,RB,71,173.74,68.04,Right,675000.0,0,70,74,1796,3,3,High,Medium,1,71,46,64,68,66,67,70.67,59.33
34,71,Spain,Deportivo de La Coruña,CDM,71,179.83,69.85,Right,900000.0,0,49,86,1796,2,2,Low,High,1,44,46,61,62,71,79,69.67,56.33
28,75,Morocco,FC Twente,LM,75,155.45,68.95,Right,6500000.0,0,67,70,1796,4,4,High,Medium,2,82,70,68,82,33,52,68.0,73.33
34,75,Argentina,Real Zaragoza,GK,75,185.93,83.01,Right,2900000.0,2,14,38,1199,3,1,Medium,Medium,1,75,73,71,78,48,76,63.0,74.0
29,76,Kenya,Montreal Impact,CB,76,182.88,87.09,Right,6500000.0,1,62,54,1964,3,2,Low,High,2,51,65,66,70,77,79,61.33,67.0
29,83,Germany,Eintracht Frankfurt,GK,83,188.98,88.0,Right,18500000.0,3,13,45,1242,4,1,Medium,Medium,2,82,78,79,85,49,83,70.0,80.67
32,70,Italy,Parma,RW,70,155.75,72.12,Left,1400000.0,1,70,62,1771,3,3,Medium,Low,1,72,66,70,75,37,55,63.0,70.33
29,60,Sweden,Falkenbergs FF,GK,62,198.12,89.81,Right,170000.0,0,15,34,1015,2,1,Medium,Medium,1,60,61,54,62,32,58,50.67,59.0
30,76,Argentina,New England Revolution,ST,76,155.45,79.83,Right,7500000.0,0,69,78,1899,4,4,Medium,Low,1,78,76,69,76,30,71,75.67,73.67
30,67,Argentina,Club Atlético Tigre,GK,67,155.75,78.93,Right,525000.0,0,12,33,1099,3,1,Medium,Medium,1,65,65,62,69,35,70,56.0,65.33
31,64,Sweden,Örebro SK,CDM,64,155.75,74.84,Left,375000.0,0,56,82,1773,4,3,Low,Medium,1,67,48,62,62,61,72,73.67,57.33
28,64,Sweden,Kristiansund BK,CAM,64,173.74,68.04,Right,450000.0,2,60,74,1807,3,3,Medium,Medium,1,76,57,63,70,51,65,71.67,63.33
27,78,Argentina,West Ham United,CAM,79,170.69,58.97,Right,12000000.0,2,74,64,1889,3,4,Medium,Medium,2,76,72,78,82,32,47,62.33,77.33
30,63,Germany,VfB Lübeck,RWB,63,179.83,73.03,Right,350000.0,0,69,70,1676,4,2,Medium,Medium,1,76,44,64,62,56,64,70.0,56.67
29,67,Kosovo,Sheffield Wednesday,ST,67,201.17,84.82,Right,750000.0,0,47,63,1628,4,3,High,High,1,33,66,59,65,42,78,58.0,63.33
33,71,France,Paris FC,RB,71,155.45,76.2,Right,1100000.0,1,68,67,1864,3,2,High,Medium,1,64,50,65,69,71,71,67.33,61.33
30,66,Brazil,TSV 1860 München,CB,66,192.02,89.81,Left,450000.0,0,38,46,1542,3,2,Medium,Medium,1,36,51,54,53,62,73,51.67,52.67
31,75,Germany,1. FSV Mainz 05,RB,75,155.45,69.85,Right,4800000.0,1,78,77,2050,3,3,High,Medium,1,76,61,71,71,72,68,73.67,67.67
32,79,Italy,Sassuolo,ST,79,155.75,73.94,Right,10000000.0,1,50,67,1874,4,3,High,Low,1,83,79,61,78,30,66,72.0,72.67
30,74,England,West Bromwich Albion,CDM,74,155.75,73.94,Right,4600000.0,1,65,87,1965,2,3,High,Medium,2,62,63,69,69,71,79,76.0,67.0
29,75,Austria,Bayer 04 Leverkusen,CB,76,185.93,83.91,Right,6500000.0,0,49,66,1854,4,2,Medium,Medium,2,66,51,60,64,76,75,69.0,58.33
30,72,Germany,SpVgg Greuther Fürth,GK,72,188.98,78.02,Right,2100000.0,1,11,32,1106,3,1,Medium,Medium,1,72,70,68,73,45,73,59.0,70.33
32,73,Uruguay,Watford,CB,73,192.02,84.82,Left,2300000.0,0,43,41,1537,3,2,Medium,High,2,38,34,50,51,73,70,49.67,45.0
31,78,Netherlands,Eintracht Frankfurt,ST,78,198.12,83.01,Right,9500000.0,1,38,54,1762,3,2,Medium,Medium,3,47,81,57,65,51,76,59.0,67.67
30,64,Turkey,Türkgücü München,LM,64,155.45,79.83,Right,425000.0,0,60,34,1671,4,3,Medium,Low,1,75,62,59,69,37,54,54.33,63.33
31,75,Curacao,Columbus Crew SC,GK,75,188.98,81.19,Right,4300000.0,0,20,34,1269,3,1,Medium,Medium,1,76,75,69,76,45,72,60.67,73.33
29,72,Ivory Coast,Aston Villa,ST,72,188.98,77.11,Right,3100000.0,0,49,72,1750,3,3,High,Medium,1,77,70,56,73,27,72,73.67,66.33
30,66,Scotland,Hibernian,CB,66,185.93,69.85,Left,525000.0,1,55,80,1588,3,2,Medium,Medium,1,60,31,54,57,65,76,72.0,47.33
29,84,Switzerland,Borussia Dortmund,GK,85,188.98,84.82,Right,25000000.0,2,15,36,1286,2,1,Medium,Medium,3,85,82,72,88,47,82,67.67,80.67
34,70,Poland,SPAL,CB,70,182.88,79.83,Right,650000.0,0,35,54,1509,3,2,Medium,High,1,59,26,44,52,71,71,61.33,40.67
29,66,Switzerland,Servette FC,RB,66,185.93,74.84,Right,525000.0,0,61,72,1730,3,2,Medium,High,1,67,50,59,58,64,68,69.0,55.67
30,80,Italy,Fiorentina,CM,80,155.75,74.84,Right,13500000.0,1,82,76,2176,3,4,High,Medium,3,72,77,82,82,72,67,71.67,80.33
29,75,Turkey,Fenerbahçe SK,CB,76,182.88,78.93,Right,6500000.0,1,43,74,1692,3,2,Low,High,1,71,32,55,57,76,77,74.0,48.0
28,70,Mexico,U.N.A.M.,LM,70,176.78,69.85,Right,1800000.0,0,68,75,1919,4,3,Medium,Low,1,74,70,68,72,56,62,70.33,70.0
28,62,Spain,UE Llagostera,LB,62,155.45,68.95,Left,220000.0,0,64,82,1588,3,2,Medium,Medium,1,75,36,53,52,60,66,74.33,47.0
31,67,Sweden,IFK Göteborg,CDM,67,182.88,74.84,Left,575000.0,1,65,66,1754,3,2,Medium,Medium,1,60,51,66,63,62,70,65.33,60.0
29,72,Argentina,Estudiantes de La Plata,CAM,72,173.74,62.14,Right,3000000.0,0,65,64,1866,3,3,Medium,Medium,1,69,68,71,74,44,59,64.0,71.0
31,76,Portugal,Wuhan Zall,CB,76,155.75,79.83,Right,5500000.0,0,61,53,1837,3,2,Medium,Medium,2,37,53,67,61,78,73,54.33,60.33
